Name,Sex,Age,Height,Weight,Team,Year,City,Sport,Event,Medal
Ingrid Klimke (-Busacker),F,44.0,172.0,58.0,Germany,2012,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Aleksey Vasilyevich Klimov,M,36.0,182.0,88.0,Russia,2012,London,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
Anja Klinar,F,24.0,170.0,62.0,Slovenia,2012,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
Anja Klinar,F,24.0,170.0,62.0,Slovenia,2012,London,Swimming,Swimming Women's 200 metres Butterfly,
Anja Klinar,F,24.0,170.0,62.0,Slovenia,2012,London,Swimming,Swimming Women's 400 metres Individual Medley,
Martin Klian,M,23.0,190.0,77.0,Slovakia,2012,London,Tennis,Tennis Men's Singles,
Martin Klian,M,23.0,190.0,77.0,Slovakia,2012,London,Tennis,Tennis Men's Doubles,
Ivan Kljakovi-Gapi,M,28.0,189.0,95.0,Croatia,2012,London,Sailing,Sailing Men's One Person Heavyweight Dinghy,
Tom Klobunk,M,22.0,185.0,88.0,Slovakia,2012,London,Swimming,Swimming Men's 200 metres Breaststroke,
Ewelina Klocek-Ptak,F,25.0,163.0,53.0,Poland,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay,
Timm Klose,M,24.0,195.0,87.0,Switzerland,2012,London,Football,Football Men's Football,
Elika Kluinov,F,24.0,178.0,70.0,Czech Republic,2012,London,Athletics,Athletics Women's Heptathlon,
Roger Kluge,M,26.0,191.0,85.0,Germany,2012,London,Cycling,Cycling Men's Omnium,
Ivana Kmeov,F,27.0,178.0,62.0,Slovakia,2012,London,Canoeing,"Canoeing Women's Kayak Singles, 200 metres",
Ivana Kmeov,F,27.0,178.0,62.0,Slovakia,2012,London,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",
Ruben Abel Knab,M,24.0,192.0,98.0,Netherlands,2012,London,Rowing,Rowing Men's Coxless Fours,
Milena Kneevi-Raievi,F,22.0,177.0,71.0,Montenegro,2012,London,Handball,Handball Women's Handball,Silver
Bianca Knight,F,23.0,160.0,63.0,United States,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Nizar Knioua,M,29.0,189.0,83.0,Tunisia,2012,London,Basketball,Basketball Men's Basketball,
Eric Knittel,M,29.0,191.0,87.0,Germany,2012,London,Rowing,Rowing Men's Double Sculls,
Jennifer Knobbs,F,23.0,155.0,49.0,Great Britain,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team,
Jan Felix Knobel,M,23.0,192.0,91.0,Germany,2012,London,Athletics,Athletics Men's Decathlon,
Mark William Knowles,M,27.0,183.0,74.0,Australia,2012,London,Hockey,Hockey Men's Hockey,Bronze
Bronwen Knox,F,26.0,182.0,88.0,Australia,2012,London,Water Polo,Water Polo Women's Water Polo,Bronze
Kim Wraae Knudsen,M,34.0,183.0,80.0,Denmark,2012,London,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",
Kim Wraae Knudsen,M,34.0,183.0,80.0,Denmark,2012,London,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
Michael Levring Vestergaard Knudsen,M,33.0,192.0,100.0,Denmark,2012,London,Handball,Handball Men's Handball,
Hanna Knyazyeva-Minenko,F,22.0,179.0,62.0,Ukraine,2012,London,Athletics,Athletics Women's Triple Jump,
Marthe Koala,F,18.0,177.0,69.0,Burkina Faso,2012,London,Athletics,Athletics Women's 100 metres Hurdles,
Chisa Kobayashi,F,24.0,166.0,,Japan,2012,London,Synchronized Swimming,Synchronized Swimming Women's Duet,
Chisa Kobayashi,F,24.0,166.0,,Japan,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team,
Primo Kobe,M,31.0,176.0,64.0,Slovenia,2012,London,Athletics,Athletics Men's Marathon,
Grard Koban,M,24.0,179.0,74.0,Burkina Faso,2012,London,Athletics,Athletics Men's 100 metres,
Daniyar Kobonov,M,29.0,175.0,74.0,Kyrgyzstan,2012,London,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",
Yuki Kobori,M,18.0,183.0,77.0,Japan,2012,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
Kristel Arianne Kbrich Schmipl,F,26.0,170.0,60.0,Chile,2012,London,Swimming,Swimming Women's 400 metres Freestyle,
Kristel Arianne Kbrich Schmipl,F,26.0,170.0,60.0,Chile,2012,London,Swimming,Swimming Women's 800 metres Freestyle,
Glah Kocatrk,F,26.0,178.0,135.0,Turkey,2012,London,Judo,Judo Women's Heavyweight,
Henriette Koch,F,27.0,156.0,58.0,Denmark,2012,London,Sailing,Sailing Women's Two Person Dinghy,
Marco Koch,M,22.0,185.0,83.0,Germany,2012,London,Swimming,Swimming Men's 200 metres Breaststroke,
Flavius Koczi,M,24.0,162.0,57.0,Romania,2012,London,Gymnastics,Gymnastics Men's Individual All-Around,
Flavius Koczi,M,24.0,162.0,57.0,Romania,2012,London,Gymnastics,Gymnastics Men's Team All-Around,
Flavius Koczi,M,24.0,162.0,57.0,Romania,2012,London,Gymnastics,Gymnastics Men's Floor Exercise,
Flavius Koczi,M,24.0,162.0,57.0,Romania,2012,London,Gymnastics,Gymnastics Men's Horse Vault,
Flavius Koczi,M,24.0,162.0,57.0,Romania,2012,London,Gymnastics,Gymnastics Men's Parallel Bars,
Flavius Koczi,M,24.0,162.0,57.0,Romania,2012,London,Gymnastics,Gymnastics Men's Horizontal Bar,
Flavius Koczi,M,24.0,162.0,57.0,Romania,2012,London,Gymnastics,Gymnastics Men's Rings,
Flavius Koczi,M,24.0,162.0,57.0,Romania,2012,London,Gymnastics,Gymnastics Men's Pommelled Horse,
Cherono Koech,F,19.0,172.0,53.0,Kenya,2012,London,Athletics,Athletics Women's 800 metres,
Isiah Kiplangat Koech,M,18.0,172.0,65.0,Kenya,2012,London,Athletics,"Athletics Men's 5,000 metres",
"Divera Maria ""Vera"" Koedooder",F,28.0,183.0,67.0,Netherlands,2012,London,Cycling,Cycling Women's Team Pursuit,
Andrs Kogovsek,M,38.0,190.0,92.0,Argentina,2012,London,Handball,Handball Men's Handball,
Tahmina Kohistani,F,23.0,160.0,52.0,Afghanistan,2012,London,Athletics,Athletics Women's 100 metres,
Kara Michelle Kohler,F,21.0,188.0,82.0,United States,2012,London,Rowing,Rowing Women's Quadruple Sculls,Bronze
Fabienne Kohlmann,F,22.0,170.0,57.0,Germany,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,
Martina Kohlov,F,27.0,169.0,68.0,Slovakia,2012,London,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",
"Jorge ""Koke"" Resurreccin Merodio",M,20.0,177.0,73.0,Spain,2012,London,Football,Football Men's Football,
Roland Kkny,M,36.0,185.0,89.0,Hungary,2012,London,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
"Renata Aparacida ""Kki"" da Costa",F,26.0,171.0,68.0,Brazil,2012,London,Football,Football Women's Football,
Vyron Kokkalanis,M,26.0,186.0,75.0,Greece,2012,London,Sailing,Sailing Men's Windsurfer,
Konstantinos Kokkinakis,M,36.0,193.0,105.0,Greece,2012,London,Water Polo,Water Polo Men's Water Polo,
Nikita Konstantinovich Kokorin,M,23.0,191.0,77.0,Kazakhstan,2012,London,Water Polo,Water Polo Men's Water Polo,
Asmir Kolainac,M,27.0,187.0,140.0,Serbia,2012,London,Athletics,Athletics Men's Shot Put,
Marek Antoni Kolbowicz,M,41.0,185.0,91.0,Poland,2012,London,Rowing,Rowing Men's Quadruple Sculls,
Lyudmila Sergeyevna Kolchanova,F,32.0,175.0,64.0,Russia,2012,London,Athletics,Athletics Women's Long Jump,
Yoan Georgiev Kolev,M,21.0,183.0,76.0,Bulgaria,2012,London,Sailing,Sailing Men's Windsurfer,
Enrico Klling,M,22.0,180.0,81.0,Germany,2012,London,Boxing,Boxing Men's Light-Heavyweight,
Stefan Kllner,M,27.0,187.0,78.0,Germany,2012,London,Modern Pentathlon,Modern Pentathlon Men's Individual,
Aleksandr Viktorovich Kolobnev,M,31.0,174.0,64.0,Russia,2012,London,Cycling,"Cycling Men's Road Race, Individual",
Violetta Vitalyevna Kolobova,F,20.0,176.0,64.0,Russia,2012,London,Fencing,"Fencing Women's epee, Individual",
Violetta Vitalyevna Kolobova,F,20.0,176.0,64.0,Russia,2012,London,Fencing,"Fencing Women's epee, Team",
Kristna Kolocov,F,24.0,170.0,62.0,Czech Republic-1,2012,London,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,
Vanessa Valeryevna Kolodinskaya,F,19.0,161.0,48.0,Belarus,2012,London,Wrestling,"Wrestling Women's Flyweight, Freestyle",
Yevgeniya Nikolayevna Kolodko,F,22.0,182.0,92.0,Russia,2012,London,Athletics,Athletics Women's Shot Put,Silver
Pawe Koodziski,M,24.0,190.0,83.0,Poland,2012,London,Sailing,Sailing Men's Skiff,
Mikayel Koloyan,M,29.0,190.0,90.0,Armenia,2012,London,Swimming,Swimming Men's 100 metres Freestyle,
Yuliya Nikolayevna Koltunova,F,23.0,156.0,43.0,Russia,2012,London,Diving,Diving Women's Platform,
Mangte Chungneijang Mary Kom,F,29.0,158.0,51.0,India,2012,London,Boxing,Boxing Women's Flyweight,Bronze
"Alexandra ""Alexa"" Komarnycky",F,22.0,180.0,68.0,Canada,2012,London,Swimming,Swimming Women's 800 metres Freestyle,
Rika Komazawa,F,30.0,161.0,55.0,Japan,2012,London,Hockey,Hockey Women's Hockey,
Viktoriya Aleksandrovna Komova,F,17.0,150.0,48.0,Russia,2012,London,Gymnastics,Gymnastics Women's Individual All-Around,Silver
Viktoriya Aleksandrovna Komova,F,17.0,150.0,48.0,Russia,2012,London,Gymnastics,Gymnastics Women's Team All-Around,Silver
Viktoriya Aleksandrovna Komova,F,17.0,150.0,48.0,Russia,2012,London,Gymnastics,Gymnastics Women's Floor Exercise,
Viktoriya Aleksandrovna Komova,F,17.0,150.0,48.0,Russia,2012,London,Gymnastics,Gymnastics Women's Uneven Bars,
Viktoriya Aleksandrovna Komova,F,17.0,150.0,48.0,Russia,2012,London,Gymnastics,Gymnastics Women's Balance Beam,
Nanthana Komwong,F,31.0,159.0,54.0,Thailand,2012,London,Table Tennis,Table Tennis Women's Singles,
Pape Moussa Konat,M,19.0,177.0,73.0,Senegal,2012,London,Football,Football Men's Football,
Yuliya Andreyevna Kondakova,F,30.0,170.0,64.0,Russia,2012,London,Athletics,Athletics Women's 100 metres Hurdles,
Ai Kondo Yoshida,F,31.0,161.0,58.0,Japan,2012,London,Sailing,Sailing Women's Two Person Dinghy,
Nataliya Vladimirovna Kondratyeva,F,26.0,155.0,48.0,Russia,2012,London,Judo,Judo Women's Extra-Lightweight,
Oumar Kone,M,27.0,,99.0,Mali,2012,London,Judo,Judo Men's Half-Heavyweight,
Romo Kon Kinapya,M,32.0,180.0,90.0,Cote d'Ivoire,2012,London,Judo,Judo Men's Middleweight,
Martin Konen,M,27.0,170.0,64.0,Czech Republic,2012,London,Gymnastics,Gymnastics Men's Individual All-Around,
Martin Konen,M,27.0,170.0,64.0,Czech Republic,2012,London,Gymnastics,Gymnastics Men's Floor Exercise,
Martin Konen,M,27.0,170.0,64.0,Czech Republic,2012,London,Gymnastics,Gymnastics Men's Parallel Bars,
Martin Konen,M,27.0,170.0,64.0,Czech Republic,2012,London,Gymnastics,Gymnastics Men's Horizontal Bar,
Martin Konen,M,27.0,170.0,64.0,Czech Republic,2012,London,Gymnastics,Gymnastics Men's Rings,
Martin Konen,M,27.0,170.0,64.0,Czech Republic,2012,London,Gymnastics,Gymnastics Men's Pommelled Horse,
Maryna Oleksandrivna Konieva,F,24.0,183.0,78.0,Ukraine,2012,London,Taekwondo,Taekwondo Women's Heavyweight,
Yukari Konishi (-Mori),F,33.0,162.0,50.0,Japan,2012,London,Shooting,"Shooting Women's Air Pistol, 10 metres",
Yukari Konishi (-Mori),F,33.0,162.0,50.0,Japan,2012,London,Shooting,"Shooting Women's Sporting Pistol, 25 metres",
Nataliya Oleksivna Kononenko,F,17.0,158.0,,Ukraine,2012,London,Gymnastics,Gymnastics Women's Individual All-Around,
Nataliya Oleksivna Kononenko,F,17.0,158.0,,Ukraine,2012,London,Gymnastics,Gymnastics Women's Floor Exercise,
Nataliya Oleksivna Kononenko,F,17.0,158.0,,Ukraine,2012,London,Gymnastics,Gymnastics Women's Uneven Bars,
Nataliya Oleksivna Kononenko,F,17.0,158.0,,Ukraine,2012,London,Gymnastics,Gymnastics Women's Balance Beam,
Oleksandr Volodymyrovych Konovaliuk,M,34.0,160.0,53.0,Ukraine,2012,London,Rowing,Rowing Men's Coxed Eights,
Levteris Konsolas,M,23.0,173.0,70.0,Greece,2012,London,Rowing,Rowing Men's Lightweight Double Sculls,
Irina Emilova Konstantinova-Bontemps,F,36.0,165.0,57.0,Bulgaria,2012,London,Sailing,Sailing Women's Windsurfer,
Pavlos Kontides,M,22.0,183.0,82.0,Cyprus,2012,London,Sailing,Sailing Men's One Person Dinghy,Silver
Sofiya Yevgenyevna Konukh,F,32.0,173.0,61.0,Russia,2012,London,Water Polo,Water Polo Women's Water Polo,
Marek Konwa,M,22.0,176.0,62.0,Poland,2012,London,Cycling,"Cycling Men's Mountainbike, Cross-Country",
Tina Magdalena Konyot,F,50.0,173.0,62.0,United States,2012,London,Equestrianism,"Equestrianism Mixed Dressage, Individual",
Tina Magdalena Konyot,F,50.0,173.0,62.0,United States,2012,London,Equestrianism,"Equestrianism Mixed Dressage, Team",
Koo Kien Keat,M,26.0,179.0,75.0,Malaysia,2012,London,Badminton,Badminton Men's Doubles,
Ji Kop,M,30.0,175.0,73.0,Czech Republic,2012,London,Rowing,Rowing Men's Lightweight Coxless Fours,
Marko Kopljar,M,26.0,210.0,112.0,Croatia,2012,London,Handball,Handball Men's Handball,Bronze
Pavol Kopp,M,33.0,183.0,74.0,Slovakia,2012,London,Shooting,"Shooting Men's Air Pistol, 10 metres",
Pavol Kopp,M,33.0,183.0,74.0,Slovakia,2012,London,Shooting,"Shooting Men's Free Pistol, 50 metres",
Daria Korczyska (Onysko-),F,30.0,172.0,58.0,Poland,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay,
Nataliya Stanislavovna Koreyvo,F,26.0,175.0,58.0,Belarus,2012,London,Athletics,"Athletics Women's 1,500 metres",
Oliver Korn,M,28.0,181.0,76.0,Germany,2012,London,Hockey,Hockey Men's Hockey,Gold
Sergey Ivanovich Korneyev,M,23.0,186.0,,Belarus,2012,London,Boxing,Boxing Men's Heavyweight,
Sergey Aleksandrovich Kornilenko,M,29.0,188.0,79.0,Belarus,2012,London,Football,Football Men's Football,
Larisa Viktorovna Korobeynikova,F,25.0,182.0,76.0,Russia,2012,London,Fencing,"Fencing Women's Foil, Team",Silver
Darya Sergeyevna Korobova,F,23.0,177.0,58.0,Russia,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
Adam Marek Korol,M,37.0,193.0,92.0,Poland,2012,London,Rowing,Rowing Men's Quadruple Sculls,
Mariya Koroleva,F,22.0,165.0,56.0,United States,2012,London,Synchronized Swimming,Synchronized Swimming Women's Duet,
Ilya Yevgenyevich Korotkov,M,28.0,192.0,101.0,Russia,2012,London,Athletics,Athletics Men's Javelin Throw,
Yevgeny Yevgenyevich Korotyshkin,M,29.0,186.0,79.0,Russia,2012,London,Swimming,Swimming Men's 100 metres Butterfly,Silver
Aleksey Igorevich Korovashkov,M,20.0,181.0,82.0,Russia,2012,London,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Bronze
Andrey Vladimirovich Korshunov,M,46.0,185.0,81.0,Russia,2012,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
Ilona Kalyuvna Korstin,F,32.0,183.0,67.0,Russia,2012,London,Basketball,Basketball Women's Basketball,
Pawe Jzef Korzeniowski,M,27.0,192.0,82.0,Poland,2012,London,Swimming,Swimming Men's 200 metres Butterfly,
Pawe Jzef Korzeniowski,M,27.0,192.0,82.0,Poland,2012,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
Lee-El Korzits,F,28.0,179.0,63.0,Israel,2012,London,Sailing,Sailing Women's Windsurfer,
Maksim Sergeyevich Kosaryev,M,43.0,178.0,80.0,Russia,2012,London,Shooting,Shooting Men's Trap,
Yerkebulan Muratbekovich Kosayev,M,23.0,165.0,60.0,Kazakhstan,2012,London,Judo,Judo Men's Extra-Lightweight,
Birgit Koschischek,F,25.0,169.0,60.0,Austria,2012,London,Swimming,Swimming Women's 100 metres Butterfly,
Alexander Kosenkow,M,35.0,178.0,71.0,Germany,2012,London,Athletics,Athletics Men's 4 x 100 metres Relay,
Vincent Kiplangat Kosgei,M,26.0,172.0,62.0,Kenya,2012,London,Athletics,Athletics Men's 400 metres Hurdles,
"Viktoriya ""Vika"" Koshel",F,21.0,163.0,51.0,Israel,2012,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,
Tatyana Sergeyevna Kosheleva,F,23.0,191.0,67.0,Russia,2012,London,Volleyball,Volleyball Women's Volleyball,
Artyom Viktorovich Kosinov,M,25.0,182.0,67.0,Kazakhstan,2012,London,Athletics,"Athletics Men's 3,000 metres Steeplechase",
Matias Koski,M,18.0,195.0,93.0,Finland,2012,London,Swimming,Swimming Men's 200 metres Freestyle,
Matias Koski,M,18.0,195.0,93.0,Finland,2012,London,Swimming,Swimming Men's 400 metres Freestyle,
Matias Koski,M,18.0,195.0,93.0,Finland,2012,London,Swimming,"Swimming Men's 1,500 metres Freestyle",
Grzegorz Kosok,M,26.0,206.0,92.0,Poland,2012,London,Volleyball,Volleyball Men's Volleyball,
Aleksandar Stoyanov Kostadinov,M,23.0,160.0,55.0,Bulgaria,2012,London,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",
David Kosteleck,M,37.0,190.0,93.0,Czech Republic,2012,London,Shooting,Shooting Men's Trap,
Yekaterina Aleksandrovna Kostetskaya,F,25.0,167.0,52.0,Russia,2012,London,Athletics,"Athletics Women's 1,500 metres",
Olena Dmytrivna Kostevych,F,27.0,160.0,52.0,Ukraine,2012,London,Shooting,"Shooting Women's Air Pistol, 10 metres",Bronze
Olena Dmytrivna Kostevych,F,27.0,160.0,52.0,Ukraine,2012,London,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Bronze
"Nadeida ""Nadia"" Kostiuczyk-Zieba",F,28.0,172.0,65.0,Poland,2012,London,Badminton,Badminton Mixed Doubles,
Adriana Kostiw,F,38.0,171.0,67.0,Brazil,2012,London,Sailing,Sailing Women's One Person Dinghy,
Pavle Kostov,M,24.0,180.0,82.0,Croatia,2012,London,Sailing,Sailing Men's Skiff,
Boyanka Kostova,F,19.0,150.0,58.0,Azerbaijan,2012,London,Weightlifting,Weightlifting Women's Lightweight,
Aleksandra Kotlyarova,F,23.0,175.0,60.0,Uzbekistan,2012,London,Athletics,Athletics Women's Triple Jump,
Ren Philippe Kouassi,M,32.0,190.0,83.0,Cote d'Ivoire,2012,London,Archery,Archery Men's Individual,
Wael Koubrousli,M,24.0,183.0,90.0,Lebanon,2012,London,Swimming,Swimming Men's 100 metres Breaststroke,
Petr Koukal,M,26.0,192.0,92.0,Czech Republic,2012,London,Badminton,Badminton Men's Singles,
Klra Koukalov-Zakopalov,F,30.0,166.0,51.0,Czech Republic,2012,London,Tennis,Tennis Women's Singles,
Audrey Koumba Imanda,F,23.0,160.0,78.0,Gabon,2012,London,Judo,Judo Women's Half-Heavyweight,
Cheikhou Kouyat,M,22.0,192.0,75.0,Senegal,2012,London,Football,Football Men's Football,
Nikola Kovaevi,M,29.0,193.0,78.0,Serbia,2012,London,Volleyball,Volleyball Men's Volleyball,
Uro Kovaevi,M,19.0,197.0,90.0,Serbia,2012,London,Volleyball,Volleyball Men's Volleyball,
Katalin Kovcs,F,36.0,173.0,64.0,Hungary,2012,London,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Silver
Katalin Kovcs,F,36.0,173.0,64.0,Hungary,2012,London,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold
Sarolta Kovcs,F,21.0,167.0,58.0,Hungary,2012,London,Modern Pentathlon,Modern Pentathlon Women's Individual,
Tams Kovcs,M,28.0,179.0,62.0,Hungary,2012,London,Athletics,Athletics Men's Marathon,
Zsfia Kovcs,F,24.0,180.0,58.0,Hungary,2012,London,Triathlon,Triathlon Women's Olympic Distance,
Andrey Sergeyevich Kovalenko,M,57.0,185.0,88.0,Belarus,2012,London,Shooting,Shooting Men's Trap,
Liudmyla Viktorivna Kovalenko,F,23.0,167.0,53.0,Ukraine,2012,London,Athletics,"Athletics Women's 5,000 metres",
Nazar Viktorovych Kovalenko,M,25.0,177.0,68.0,Ukraine,2012,London,Athletics,Athletics Men's 20 kilometres Walk,
Sergey Anatolyevich Kovalenko,M,42.0,173.0,72.0,Russia,2012,London,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
Ainrs Kovals,M,30.0,192.0,110.0,Latvia,2012,London,Athletics,Athletics Men's Javelin Throw,
Ivan Aleksandrovich Kovalyov,M,25.0,184.0,78.0,Russia,2012,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
Nikolay Anatolyevich Kovalyov,M,25.0,177.0,74.0,Russia,2012,London,Fencing,"Fencing Men's Sabre, Individual",Bronze
Nikolay Anatolyevich Kovalyov,M,25.0,177.0,74.0,Russia,2012,London,Fencing,"Fencing Men's Sabre, Team",
Yevgeny Aleksandrovich Kovalyov,M,23.0,184.0,75.0,Russia,2012,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",
Svetlana Petrovna Kovgan (Klimkovich-),F,31.0,163.0,51.0,Belarus,2012,London,Athletics,Athletics Women's Marathon,
Mariya Igorevna Kovtunovskaya,F,23.0,165.0,61.0,Russia,2012,London,Water Polo,Water Polo Women's Water Polo,
Yoann Kowal,M,25.0,172.0,58.0,France,2012,London,Athletics,"Athletics Men's 1,500 metres",
Katarzyna Kowalska,F,27.0,178.0,55.0,Poland,2012,London,Athletics,"Athletics Women's 3,000 metres Steeplechase",
Kevin Kowalyk,M,31.0,196.0,100.0,Canada,2012,London,Rowing,Rowing Men's Double Sculls,
Danuta Kozk,F,25.0,168.0,63.0,Hungary,2012,London,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Gold
Danuta Kozk,F,25.0,168.0,63.0,Hungary,2012,London,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold
Veronika Kozelsk-Fenclov,F,31.0,171.0,70.0,Czech Republic,2012,London,Sailing,Sailing Women's One Person Dinghy,
Ayman Bulatovna Kozhakhmetova,F,21.0,168.0,57.0,Kazakhstan,2012,London,Athletics,Athletics Women's 20 kilometres Walk,
Sholpan Bulatovna Kozhakhmetova,F,21.0,168.0,57.0,Kazakhstan,2012,London,Athletics,Athletics Women's 20 kilometres Walk,
Anastasiya Mykolavna Kozhenkova,F,26.0,186.0,75.0,Ukraine,2012,London,Rowing,Rowing Women's Quadruple Sculls,Gold
Aleksey Petrovich Kozlov,M,23.0,176.0,66.0,Belarus,2012,London,Football,Football Men's Football,
Vladimir Vladimirovich Kozlov,M,27.0,183.0,87.0,Belarus,2012,London,Athletics,Athletics Men's Javelin Throw,
Dominik Kozma,M,21.0,193.0,90.0,Hungary,2012,London,Swimming,Swimming Men's 200 metres Freestyle,
Dominik Kozma,M,21.0,193.0,90.0,Hungary,2012,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
Dominik Kozma,M,21.0,193.0,90.0,Hungary,2012,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
Primo Kozmus,M,32.0,188.0,112.0,Slovenia,2012,London,Athletics,Athletics Men's Hammer Throw,Silver
Aleksandr Aleksandrovich Kozubovsky,M,30.0,198.0,99.0,Belarus,2012,London,Rowing,Rowing Men's Coxless Fours,
Kacper Kozowski,M,25.0,177.0,70.0,Poland,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,
Adzo Rebecca Kpossi,F,13.0,158.0,53.0,Togo,2012,London,Swimming,Swimming Women's 50 metres Freestyle,
Marek Krajovi,M,19.0,183.0,77.0,Slovakia,2012,London,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",
Yury Olegovich Krakovetsky,M,19.0,180.0,130.0,Kyrgyzstan,2012,London,Judo,Judo Men's Heavyweight,
Milka Kraljev,F,29.0,166.0,57.0,Argentina,2012,London,Rowing,Rowing Women's Lightweight Double Sculls,
Matija Kranjc,M,28.0,183.0,91.0,Slovenia,2012,London,Athletics,Athletics Men's Javelin Throw,
Vladimir Aleksandrovich Krasnov,M,21.0,190.0,70.0,Russia,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,
